code,sex,age
gsc_82bb2df9,0,40
gsc_bc3fc514,1,40
gsc_5efee47f,0,40
gsc_4d6fa1b1,1,40
gsc_315fed6c,0,40
gsc_73aedd14,1,40
gsc_ffca39d6,1,40
gsc_0a285f2d,0,40
gsc_7196fe40,1,40
gsc_4f09bb70,0,40
gsc_a08093e3,1,40
gsc_a907fa62,0,40
gsc_948d034f,1,40
gsc_01d31e14,0,40
gsc_9d756cd7,0,40
gsc_98784ad5,1,40
gsc_7a717824,0,40
gsc_f015e4ae,0,40
gsc_e060b13f,1,40
gsc_159bc721,0,40
gsc_f4d4c5e4,0,40
gsc_d6bef2f6,1,40
gsc_ba58475c,1,40
gsc_cde94d21,0,41
gsc_6fb84acc,0,41
gsc_66e691b5,0,41
gsc_6014babc,1,41
gsc_99acc472,1,41
gsc_862fcbe8,0,41
gsc_d4deedd4,0,41
gsc_a10d5da4,0,41
gsc_2891705b,0,41
gsc_0675555c,1,41
gsc_20d74918,1,41
gsc_ff8d63e9,0,41
gsc_77cbf1eb,0,41
gsc_0a91bd04,0,41
gsc_2534facb,0,41
gsc_07333e2f,1,41
gsc_c9520c28,0,41
gsc_058b3392,0,41
gsc_00959a79,0,41
gsc_7975b04f,1,41
gsc_7c588ed2,1,41
gsc_0fb5c754,1,41
gsc_913a1394,1,41
gsc_96dee4ca,1,41
gsc_f86577ab,0,41
gsc_c6e5fd53,0,41
gsc_434bb0d7,0,41
gsc_b726fa01,1,41
gsc_a9022013,0,41
gsc_ac542015,1,42
gsc_2b78f674,0,42
gsc_f051540e,1,42
gsc_8a9962f6,0,42
gsc_4f9e7150,0,42
gsc_39a714a1,0,42
gsc_5d0d9255,1,42
gsc_019eaa05,1,42
gsc_fc4cb551,0,42
gsc_e0779a0b,1,42
gsc_69607a72,1,42
gsc_9deb7570,0,42
gsc_b0396bb5,0,42
gsc_e4282dcf,0,42
gsc_cd77360e,1,42
gsc_215af12b,0,42
gsc_a514390d,0,42
gsc_cf360c19,0,42
gsc_ddcbfe19,0,42
gsc_7b06c0d0,1,42
gsc_baedc9ac,0,42
gsc_218ec4fd,1,42
gsc_5c18eeab,1,42
gsc_62ca7fce,0,42
gsc_e9bbbe94,0,42
gsc_18b87ef4,1,42
gsc_0c1391d6,1,42
gsc_233fe695,0,42
gsc_98b00e33,1,42
gsc_7247039d,0,42
gsc_2e58df39,1,42
gsc_1f903a09,0,42
gsc_d5178058,1,42
gsc_396a254a,0,42
gsc_d80d243d,0,42
gsc_e3edae42,1,42
gsc_7fb3ec3d,1,42
gsc_b4b90fac,0,42
gsc_ee9333f4,1,42
gsc_9f25ed5f,1,42
gsc_cc286e8e,0,42
gsc_3df603dd,0,42
gsc_4c8195b6,0,42
gsc_c912796f,1,42
gsc_bbd85984,0,42
gsc_0322b306,0,43
gsc_945ccd7d,1,43
gsc_5cf7ef5e,1,43
gsc_217ac768,0,43
gsc_352c1368,0,43
gsc_32694d62,0,43
gsc_53686aa5,0,43
gsc_fc889d72,0,43
gsc_c1313072,1,43
gsc_4eda4a86,1,43
gsc_a1694bcf,1,43
gsc_7f261927,1,43
gsc_2d31b4d3,1,43
gsc_d70c1bc6,0,43
gsc_c73b2a18,1,43
gsc_fdb572c9,1,43
gsc_3897f565,0,43
gsc_38301c9d,1,43
gsc_ab6c1398,1,43
gsc_d9b9958e,0,43
gsc_a0d1d66d,1,43
gsc_98c6b1bb,0,43
gsc_4d1bc9ea,0,43
gsc_8cba63f3,0,43
gsc_a447a8dc,0,43
gsc_15facc05,0,43
gsc_51147189,0,43
gsc_fd49b68a,0,43
gsc_627f05e6,1,43
gsc_54b59f73,1,43
gsc_88f867cf,0,43
gsc_3f1f95be,0,43
gsc_bd743dff,1,43
gsc_9f8a6c4c,0,43
gsc_5e8c04f0,1,43
gsc_79c0b771,0,43
gsc_0a5e7b0f,1,43
gsc_88446686,1,43
gsc_09bee9ca,0,43
gsc_8de8b304,1,43
gsc_a9b9712b,0,43
gsc_df387301,1,43
gsc_559dc6fd,0,43
gsc_76971a16,0,43
gsc_1ece6317,1,43
gsc_9f478749,0,43
gsc_fd78da2b,1,43
gsc_23a46c97,1,43
gsc_646f56a2,0,44
gsc_5ffeb6cf,0,44
gsc_f1029369,1,44
gsc_75338e20,1,44
gsc_db2f5313,1,44
gsc_80070f03,0,44
gsc_6a44c106,1,44
gsc_3e670446,1,44
gsc_133c3dcd,0,44
gsc_6b7d5528,1,44
gsc_089ffe21,0,44
gsc_fc721237,0,44
gsc_5029bb6e,0,44
gsc_bb48ffc2,1,44
gsc_55031203,1,44
gsc_be07205b,0,44
gsc_e968ee31,1,44
gsc_7c28684b,0,44
gsc_25bb6bb3,0,44
gsc_89a46894,1,44
gsc_ae1e6159,0,44
gsc_a23a8736,0,44
gsc_ec1ba0e6,0,44
gsc_2b447bb8,0,44
gsc_f28f1bb6,0,44
gsc_356343db,1,44
gsc_db2700ad,0,44
gsc_08667076,0,44
gsc_5b11e03e,1,44
gsc_be82e860,0,44
gsc_f8588847,0,44
gsc_b35c3544,0,44
gsc_ebf80fba,1,44
gsc_85f4b393,0,44
gsc_57963d98,1,44
gsc_1289a7a9,0,44
gsc_93551d9a,1,44
gsc_5f71c50e,1,44
gsc_2f73f5a1,1,44
gsc_84ea7954,0,44
gsc_696d60e9,1,44
gsc_0aff0c25,0,44
gsc_bc9a4386,1,45
gsc_e6c786d9,0,45
gsc_432c79df,1,45
gsc_e6ccbb25,1,45
gsc_9fccff62,0,45
gsc_06101119,1,45
gsc_588d5f38,0,45
gsc_d998665d,1,45
gsc_5d9d4350,1,45
gsc_7d19386e,0,45
gsc_f06eee26,1,45
gsc_2073ada5,0,45
gsc_73b2cdf6,1,45
gsc_f373f983,1,45
gsc_f90f8866,0,45
gsc_0a11e882,1,45
gsc_dc843612,1,45
gsc_2280c712,0,45
gsc_3016aff4,0,45
gsc_254bfc4a,1,45
gsc_1b62110f,1,45
gsc_1d6ab306,1,45
gsc_06ce6f3c,0,45
gsc_da00fe5e,0,45
gsc_94b0a8b8,1,45
gsc_457e297c,1,45
gsc_378b425c,1,45
gsc_d55eeb73,1,45
gsc_8af236e1,0,45
gsc_243bb932,0,45
gsc_86ace889,1,45
gsc_6af490ff,0,45
gsc_609ade1c,0,45
gsc_d30e3456,1,45
gsc_db1e1b89,0,45
gsc_39c4b355,0,45
gsc_64e180ae,0,45
gsc_584e18b2,1,45
gsc_26dc5855,1,45
gsc_88284f5a,0,45
gsc_d2319c2d,1,45
gsc_de6e8ae2,1,45
gsc_94ae5afc,0,45
gsc_ac01524c,0,45
gsc_150b0bdc,1,46
gsc_7e4e7b3e,0,46
gsc_bda3a5fe,0,46
gsc_4a38fbf4,0,46
gsc_7ec67897,0,46
gsc_c5094477,1,46
gsc_4896bab7,1,46
gsc_c29d340b,1,46
gsc_d4bbc6e8,0,46
gsc_ee9483d7,1,46
gsc_20eef2e1,1,46
gsc_fa229a1c,1,46
gsc_986d6cbd,1,46
gsc_e74e7a36,0,46
gsc_1a2f2617,1,46
gsc_a73338b1,0,46
gsc_e0f1c9b0,0,46
gsc_187b8c11,0,46
gsc_728d0548,1,46
gsc_299f12e3,0,46
gsc_c0fba315,1,46
gsc_05a1859e,1,46
gsc_354e60bd,0,46
gsc_73602994,1,46
gsc_8ee4a21e,0,46
gsc_9b53deaa,1,46
gsc_47b9183c,0,46
gsc_b546dd76,0,46
gsc_ac78a570,0,46
gsc_4bd7bcd8,0,46
gsc_4e674396,1,46
gsc_c67cf3b6,0,46
gsc_a5c5dc79,1,46
gsc_a0acaa9e,0,46
gsc_53109cd3,0,46
gsc_958adcdb,0,46
gsc_bdfe921a,0,46
gsc_1e62df6a,0,47
gsc_7ead2131,1,47
gsc_7441a0c7,0,47
gsc_296ac8ac,1,47
gsc_05c75b10,0,47
gsc_d706730f,0,47
gsc_d7745569,1,47
gsc_51a2f5fd,0,47
gsc_f97e76c3,0,47
gsc_d8880743,1,47
gsc_61e204bf,0,47
gsc_23f5b306,1,47
gsc_3039a163,0,47
gsc_889a874c,1,47
gsc_46205b3a,1,47
gsc_21c286ed,1,47
gsc_8e4c044f,1,47
gsc_a8a0eb92,1,47
gsc_8ac3eaf4,0,47
gsc_bbcc2024,1,47
gsc_fae09925,1,47
gsc_ffd3b54a,1,47
gsc_d0ae16c9,1,47
gsc_6e2bdda0,1,47
gsc_4dd8be93,0,47
gsc_51483d91,0,47
gsc_119cfb49,1,47
gsc_ecea2fcb,0,47
gsc_3ac886a1,1,47
gsc_c3eddec6,0,47
gsc_65e72a93,1,47
gsc_c81d6e85,1,47
gsc_57aadeee,1,47
gsc_1439e3c7,1,47
gsc_58ec82d3,0,47
gsc_5d0b069a,0,47
gsc_2b79a593,1,47
gsc_ed3f52b2,0,47
gsc_8b0fc266,0,47
gsc_e65c1196,0,48
gsc_ca3aebff,0,48
gsc_de54dd75,0,48
gsc_a754bdeb,1,48
gsc_62232bd1,0,48
gsc_f616b1f2,0,48
gsc_7bdda470,1,48
gsc_54d182ee,0,48
gsc_0a378ad8,0,48
gsc_4f70de60,0,48
gsc_c6f6b9d5,0,48
gsc_f110487b,1,48
gsc_ad4d81e7,0,48
gsc_c39f373b,0,48
gsc_6f294827,0,48
gsc_b1e6fb67,0,48
gsc_04a5cf16,0,48
gsc_dbfffd66,0,48
gsc_5d1150db,0,48
gsc_583898e5,1,48
gsc_3c576816,1,48
gsc_0d9b9826,0,48
gsc_8806bb9a,0,48
gsc_23d1b2b3,0,48
gsc_a2650475,1,48
gsc_6028c0b4,0,48
gsc_e1da6710,0,48
gsc_29a55a03,1,48
gsc_14ad687f,1,48
gsc_db5d98b9,0,48
gsc_8b981ed9,0,48
gsc_0993f49b,1,48
gsc_29153e46,1,48
gsc_ca422b0f,1,48
gsc_044b0938,1,48
gsc_1c4cb0a7,1,49
gsc_436d6a95,1,49
gsc_cbf43961,0,49
gsc_dbdeecee,1,49
gsc_9ae84ee9,0,49
gsc_24e3f872,1,49
gsc_22fa3f54,0,49
gsc_4110ad02,0,49
gsc_f60b7064,0,49
gsc_e256903a,1,49
gsc_0d7ebb3f,1,49
gsc_8471e69a,0,49
gsc_530475cc,1,49
gsc_9b9736a9,1,49
gsc_9a315f48,1,49
gsc_b581ce43,0,49
gsc_70b8c4f3,0,49
gsc_7c52cae2,1,49
gsc_9c58b051,1,49
gsc_7fa9cd11,0,49
gsc_5a74fe62,0,49
gsc_305f0c13,0,49
gsc_4e1a3599,1,49
gsc_166404bb,1,49
gsc_b697aab5,0,49
gsc_5ccf1b7d,0,49
gsc_024398ce,0,50
gsc_7dc0c275,0,50
gsc_fdf2eb64,0,50
gsc_60e02557,0,50
gsc_820a1ae3,0,50
gsc_6a134228,0,50
gsc_eb1798df,0,50
gsc_e940d299,0,50
gsc_01abb3d0,1,50
gsc_56d0745b,0,50
gsc_49ebb215,0,50
gsc_d3d111ff,1,50
gsc_60e1a57b,0,50
gsc_78ba2f6a,1,50
gsc_345cdbe7,1,50
gsc_9da58341,1,50
gsc_5b4954b1,1,50
gsc_9db0dab2,0,50
gsc_cf49b8dc,1,50
gsc_f36a09eb,0,50
gsc_a6dc291d,0,51
gsc_d1f20297,1,51
gsc_4027b5ee,1,51
gsc_a4ef5fb0,0,51
gsc_ee9ceef1,1,51
gsc_95031d6f,1,51
gsc_2977de12,0,51
gsc_1b8ad0bf,0,51
gsc_c9c1d4d7,0,51
gsc_6f978b75,0,51
gsc_ce064e19,0,51
gsc_462722c4,0,51
gsc_9699dcd2,1,51
gsc_0375056f,1,51
gsc_745caf7c,0,52
gsc_9951373f,0,52
gsc_3cd25ece,1,52
gsc_3726b660,0,52
gsc_a6ae2c2f,1,52
gsc_7ef7907c,0,52
gsc_f4c46b51,0,52
gsc_b4d8ba88,0,52
gsc_39cf240f,1,52
gsc_ec2aeec8,0,52
gsc_e057cbd1,0,52
gsc_5d9b67ee,0,52
gsc_91ba6285,1,52
gsc_55cf291c,0,52
gsc_7311104f,0,52
gsc_dfd84f20,1,52
gsc_84a30d56,1,52
gsc_563cf01f,0,53
gsc_140bb279,0,53
gsc_e9b83ee5,0,53
gsc_6828f7ee,0,53
gsc_36b77898,0,53
gsc_f6f70148,1,53
gsc_a6caffa6,0,53
gsc_44accebb,0,53
gsc_75868b19,1,54
gsc_2484dea9,1,54
gsc_42d6a247,1,54
gsc_dd04cfc2,1,54
gsc_55f56479,0,54
gsc_aeaf48dd,1,54
gsc_912568c0,0,54
gsc_6ac1b9b6,1,54
gsc_d9620e91,1,54
gsc_388d0e3c,0,54
gsc_8b3e62f6,0,55
gsc_d6846e55,1,55
gsc_c04256be,1,55
gsc_de09d9fe,1,55
gsc_d075b506,1,55
gsc_4a27a00e,0,55
gsc_b277d42b,0,55
gsc_aaad6a52,1,55
gsc_c974cfe1,1,55
gsc_aa7fc9dc,0,55
gsc_4ae8f256,0,55
gsc_1411b0d1,0,55
gsc_b0e5db3c,1,55
gsc_8418d159,0,55
gsc_d6449c4e,0,56
gsc_7d8c8e32,1,56
gsc_1c09b1db,1,56
gsc_70e97460,1,56
gsc_7a0832e8,1,56
gsc_44794b34,1,57
gsc_6f7072a9,1,57
gsc_ac3bd620,0,57
gsc_9f7a733c,1,58
gsc_fd375ff4,0,58
gsc_ebc92a3a,1,58
gsc_81d7f3db,0,58
gsc_6d8b50db,0,58
gsc_d51d8f40,0,58
gsc_8e5786dc,1,59
gsc_5a2db252,1,59
gsc_07e7e64a,1,59
gsc_b5d0f171,1,59
gsc_0ae3632a,1,59
gsc_e869b4a3,0,59
gsc_f2d3ee58,0,60
gsc_dc23cae8,0,60
gsc_dfd61ff5,0,60
gsc_5d13912b,1,61
gsc_539e69cd,0,61
gsc_3a64ef49,1,61
gsc_af9e2b4b,0,61
gsc_c8c03254,0,61
gsc_104e786d,0,61
gsc_15400b2f,1,61
gsc_482c9ff2,1,62
gsc_6a4dec25,0,62
gsc_14ef8966,0,62
gsc_03152c00,0,62
gsc_4af603eb,0,62
gsc_cf13ec68,1,63
gsc_31934fc5,0,63
gsc_b5dc4c60,1,63
gsc_28f783a4,0,63
gsc_e6ba608a,0,63
gsc_5477a1b6,1,64
gsc_335d2fb6,0,64
gsc_66a01d98,0,64
gsc_3e330db2,1,64
gsc_d9c2aaf4,0,64
gsc_48bede7a,1,64
gsc_a74066a3,0,64
gsc_e3aa619d,0,64
gsc_3c40ad47,0,65
gsc_89cb224a,1,65
gsc_db05ae01,0,65
gsc_8982ceb7,0,65
gsc_eef511f3,0,65
gsc_4276eb5c,1,65
gsc_ffa72603,0,65
gsc_1980f9bf,0,66
gsc_c60f104a,1,66
gsc_aaa18302,1,66
gsc_413234a2,0,66
gsc_2d7d9703,0,66
gsc_fcb69372,0,66
gsc_921ea9b9,0,66
gsc_7ddcefe7,0,66
gsc_949e1a96,0,67
gsc_5e4362d4,1,67
gsc_b00721db,0,67
gsc_2f40252e,1,67
gsc_11358d30,1,68
gsc_4d744359,0,68
gsc_f686414f,1,68
gsc_04b240b9,1,68
gsc_8ef50db9,1,68
gsc_880dc6fd,0,68
gsc_4492355e,1,68
gsc_ae4c6b74,1,68
gsc_1aa6db27,1,68
gsc_241c1409,0,68
gsc_b041ea3b,0,68
gsc_d2605fa1,0,69
gsc_fb415fed,1,69
gsc_90c35bd7,0,69
gsc_b7bebc1f,1,69
gsc_142c40c6,0,69
gsc_041251c9,0,69
gsc_63b352a5,0,69
gsc_d76e516e,1,69
gsc_137eb201,0,70
gsc_4d75db4a,1,70
gsc_98fefd71,1,70
gsc_0e251bb7,0,70
gsc_18317708,1,70
gsc_52aa2d6f,0,70
gsc_4980b798,0,71
gsc_ebf14aa9,0,71
gsc_d71a680c,0,71
gsc_1f754865,0,71
gsc_89d25418,0,71
gsc_e7e5e016,0,72
gsc_448824bf,1,72
gsc_a3d7b843,1,72
gsc_5409e979,1,72
gsc_2834203b,1,72
gsc_51688fc6,0,72
gsc_8ea28b48,1,72
gsc_0abfb9bb,0,73
gsc_cf5217bc,0,73
gsc_d67c3c95,0,74
gsc_ee4c35de,0,74
gsc_2d61f9a8,0,74
gsc_42d529cb,1,75
gsc_9e3aa04b,0,75
gsc_969cbbaf,1,76
gsc_aa0d5010,1,77
gsc_1c400a53,0,77
gsc_2a5e8374,1,77
gsc_c6381087,1,80
gsc_eef75de1,0,80
gsc_50cf5336,1,88
gsc_9a6c8bd6,0,NA
gsc_26462e06,0,NA
gsc_3467e7ff,0,NA
gsc_05e84e61,1,NA
gsc_295b3513,1,NA
gsc_d9a1ab2c,1,NA
gsc_60c66ce0,0,NA
gsc_79e080d6,0,NA
gsc_97b42b34,0,NA
gsc_41e299cf,1,NA
gsc_33586aa0,0,NA
gsc_10cbe13d,1,NA
gsc_d3855bcc,1,NA
gsc_a6c9cd8b,0,NA
gsc_25da5262,0,NA
gsc_dd2ec2bd,0,NA
gsc_630aa322,1,NA
gsc_c8ed2fd8,1,NA
gsc_a8e7c43a,0,NA
gsc_87f21c76,0,NA
gsc_1bb2cccd,0,NA
gsc_9163c687,1,NA
gsc_7e4310e1,1,NA
gsc_fc9e69a1,1,NA
gsc_677d7caf,0,NA
